regime,volatility,delta,dte,position_size,take_profit,expected_return,sharpe_ratio,win_rate,assignment_prob,monthly_premium
Low,0.4,0.1,30,0.1,0.75,-0.0034044157131446202,-0.08511039282861549,0.8715068493150685,0.12849315068493153,0.004587057432647967
Low,0.4,0.1,30,0.1,1.0,-0.0022051201219183305,-0.05512800304795825,0.8715068493150685,0.12849315068493153,0.004587057432647967
Low,0.4,0.1,30,0.15,0.25,-0.008704510343395795,-0.14507517238992992,0.8715068493150685,0.12849315068493153,0.004587057432647967
Low,0.4,0.1,30,0.15,0.5,-0.006905566956556363,-0.11509278260927272,0.8715068493150685,0.12849315068493153,0.004587057432647967
Low,0.4,0.1,30,0.15,0.75,-0.00510662356971693,-0.0851103928286155,0.8715068493150685,0.12849315068493153,0.004587057432647967
Low,0.4,0.1,30,0.15,1.0,-0.003307680182877496,-0.05512800304795827,0.8715068493150685,0.12849315068493153,0.004587057432647967
Low,0.4,0.1,30,0.2,0.25,-0.011606013791194395,-0.1450751723899299,0.8715068493150685,0.12849315068493153,0.004587057432647967
Low,0.4,0.1,30,0.2,0.5,-0.009207422608741819,-0.11509278260927272,0.8715068493150685,0.12849315068493153,0.004587057432647967
Low,0.4,0.1,30,0.2,0.75,-0.0068088314262892405,-0.08511039282861549,0.8715068493150685,0.12849315068493153,0.004587057432647967
Low,0.4,0.1,30,0.2,1.0,-0.004410240243836661,-0.05512800304795825,0.8715068493150685,0.12849315068493153,0.004587057432647967
Low,0.4,0.1,30,0.25,0.25,-0.014507517238992993,-0.14507517238992992,0.8715068493150685,0.12849315068493153,0.004587057432647967
Low,0.4,0.1,30,0.25,0.5,-0.011509278260927272,-0.11509278260927272,0.8715068493150685,0.12849315068493153,0.004587057432647967
Low,0.4,0.1,30,0.25,0.75,-0.00851103928286155,-0.08511039282861549,0.8715068493150685,0.12849315068493153,0.004587057432647967
Low,0.4,0.1,30,0.25,1.0,-0.005512800304795827,-0.055128003047958264,0.8715068493150685,0.12849315068493153,0.004587057432647967
Low,0.4,0.1,45,0.05,0.25,-0.0029135296581731824,-0.1456764829086591,0.8772602739726028,0.12273972602739726,0.003745316710276179
Low,0.4,0.1,45,0.05,0.5,-0.002420687023667525,-0.12103435118337622,0.8772602739726028,0.12273972602739726,0.003745316710276179
Low,0.4,0.1,45,0.05,0.75,-0.0019278443891618678,-0.09639221945809337,0.8772602739726028,0.12273972602739726,0.003745316710276179
Low,0.4,0.1,45,0.05,1.0,-0.0014350017546562108,-0.07175008773281052,0.8772602739726028,0.12273972602739726,0.003745316710276179
Low,0.4,0.1,45,0.1,0.25,-0.005827059316346365,-0.1456764829086591,0.8772602739726028,0.12273972602739726,0.003745316710276179
Low,0.4,0.1,45,0.1,0.5,-0.00484137404733505,-0.12103435118337622,0.8772602739726028,0.12273972602739726,0.003745316710276179
Low,0.4,0.1,45,0.1,0.75,-0.0038556887783237357,-0.09639221945809337,0.8772602739726028,0.12273972602739726,0.003745316710276179
Low,0.4,0.1,45,0.1,1.0,-0.0028700035093124215,-0.07175008773281052,0.8772602739726028,0.12273972602739726,0.003745316710276179
Low,0.4,0.1,45,0.15,0.25,-0.008740588974519545,-0.1456764829086591,0.8772602739726028,0.12273972602739726,0.003745316710276179
Low,0.4,0.1,45,0.15,0.5,-0.007262061071002574,-0.12103435118337623,0.8772602739726028,0.12273972602739726,0.003745316710276179
Low,0.4,0.1,45,0.15,0.75,-0.005783533167485603,-0.09639221945809338,0.8772602739726028,0.12273972602739726,0.003745316710276179
Low,0.4,0.1,45,0.15,1.0,-0.0043050052639686314,-0.07175008773281052,0.8772602739726028,0.12273972602739726,0.003745316710276179
Low,0.4,0.1,45,0.2,0.25,-0.01165411863269273,-0.1456764829086591,0.8772602739726028,0.12273972602739726,0.003745316710276179
Low,0.4,0.1,45,0.2,0.5,-0.0096827480946701,-0.12103435118337622,0.8772602739726028,0.12273972602739726,0.003745316710276179
Low,0.4,0.1,45,0.2,0.75,-0.007711377556647471,-0.09639221945809337,0.8772602739726028,0.12273972602739726,0.003745316710276179
Low,0.4,0.1,45,0.2,1.0,-0.005740007018624843,-0.07175008773281052,0.8772602739726028,0.12273972602739726,0.003745316710276179
Low,0.4,0.1,45,0.25,0.25,-0.01456764829086591,-0.1456764829086591,0.8772602739726028,0.12273972602739726,0.003745316710276179
Low,0.4,0.1,45,0.25,0.5,-0.012103435118337624,-0.12103435118337623,0.8772602739726028,0.12273972602739726,0.003745316710276179
Low,0.4,0.1,45,0.25,0.75,-0.009639221945809339,-0.09639221945809338,0.8772602739726028,0.12273972602739726,0.003745316710276179
Low,0.4,0.1,45,0.25,1.0,-0.007175008773281053,-0.07175008773281052,0.8772602739726028,0.12273972602739726,0.003745316710276179
Low,0.4,0.1,60,0.05,0.25,-0.0028523057728002013,-0.14261528864001002,0.883013698630137,0.11698630136986302,0.0032435394163175335
Low,0.4,0.1,60,0.05,0.5,-0.002422692312301924,-0.12113461561509618,0.883013698630137,0.11698630136986302,0.0032435394163175335
Low,0.4,0.1,60,0.05,0.75,-0.001993078851803647,-0.09965394259018233,0.883013698630137,0.11698630136986302,0.0032435394163175335
Low,0.4,0.1,60,0.05,1.0,-0.0015634653913053698,-0.07817326956526847,0.883013698630137,0.11698630136986302,0.0032435394163175335
Low,0.4,0.1,60,0.1,0.25,-0.005704611545600403,-0.14261528864001002,0.883013698630137,0.11698630136986302,0.0032435394163175335
Low,0.4,0.1,60,0.1,0.5,-0.004845384624603848,-0.12113461561509618,0.883013698630137,0.11698630136986302,0.0032435394163175335
Low,0.4,0.1,60,0.1,0.75,-0.003986157703607294,-0.09965394259018233,0.883013698630137,0.11698630136986302,0.0032435394163175335
Low,0.4,0.1,60,0.1,1.0,-0.0031269307826107397,-0.07817326956526847,0.883013698630137,0.11698630136986302,0.0032435394163175335
Low,0.4,0.1,60,0.15,0.25,-0.008556917318400603,-0.14261528864001005,0.883013698630137,0.11698630136986302,0.0032435394163175335
Low,0.4,0.1,60,0.15,0.5,-0.007268076936905771,-0.12113461561509618,0.883013698630137,0.11698630136986302,0.0032435394163175335
Low,0.4,0.1,60,0.15,0.75,-0.005979236555410939,-0.09965394259018233,0.883013698630137,0.11698630136986302,0.0032435394163175335
Low,0.4,0.1,60,0.15,1.0,-0.004690396173916109,-0.07817326956526849,0.883013698630137,0.11698630136986302,0.0032435394163175335
Low,0.4,0.1,60,0.2,0.25,-0.011409223091200805,-0.14261528864001002,0.883013698630137,0.11698630136986302,0.0032435394163175335
Low,0.4,0.1,60,0.2,0.5,-0.009690769249207696,-0.12113461561509618,0.883013698630137,0.11698630136986302,0.0032435394163175335
Low,0.4,0.1,60,0.2,0.75,-0.007972315407214587,-0.09965394259018233,0.883013698630137,0.11698630136986302,0.0032435394163175335
Low,0.4,0.1,60,0.2,1.0,-0.006253861565221479,-0.07817326956526847,0.883013698630137,0.11698630136986302,0.0032435394163175335
Low,0.4,0.1,60,0.25,0.25,-0.014261528864001005,-0.14261528864001005,0.883013698630137,0.11698630136986302,0.0032435394163175335
Low,0.4,0.1,60,0.25,0.5,-0.012113461561509619,-0.12113461561509618,0.883013698630137,0.11698630136986302,0.0032435394163175335
Low,0.4,0.1,60,0.25,0.75,-0.009965394259018233,-0.09965394259018233,0.883013698630137,0.11698630136986302,0.0032435394163175335
Low,0.4,0.1,60,0.25,1.0,-0.007817326956526848,-0.07817326956526847,0.883013698630137,0.11698630136986302,0.0032435394163175335
Low,0.4,0.1,90,0.05,0.25,-0.0026414273365828783,-0.1320713668291439,0.8945205479452054,0.10547945205479453,0.0026483388435275777
Low,0.4,0.1,90,0.05,0.5,-0.0022860783095643494,-0.11430391547821744,0.8945205479452054,0.10547945205479453,0.0026483388435275777
Low,0.4,0.1,90,0.05,0.75,-0.0019307292825458202,-0.096536464127291,0.8945205479452054,0.10547945205479453,0.0026483388435275777
Low,0.4,0.1,90,0.05,1.0,-0.0015753802555272909,-0.07876901277636453,0.8945205479452054,0.10547945205479453,0.0026483388435275777
Low,0.4,0.1,90,0.1,0.25,-0.005282854673165757,-0.1320713668291439,0.8945205479452054,0.10547945205479453,0.0026483388435275777
Low,0.4,0.1,90,0.1,0.5,-0.004572156619128699,-0.11430391547821744,0.8945205479452054,0.10547945205479453,0.0026483388435275777
Low,0.4,0.1,90,0.1,0.75,-0.0038614585650916405,-0.096536464127291,0.8945205479452054,0.10547945205479453,0.0026483388435275777
Low,0.4,0.1,90,0.1,1.0,-0.0031507605110545817,-0.07876901277636453,0.8945205479452054,0.10547945205479453,0.0026483388435275777
Low,0.4,0.1,90,0.15,0.25,-0.007924282009748634,-0.1320713668291439,0.8945205479452054,0.10547945205479453,0.0026483388435275777
Low,0.4,0.1,90,0.15,0.5,-0.006858234928693047,-0.11430391547821746,0.8945205479452054,0.10547945205479453,0.0026483388435275777
Low,0.4,0.1,90,0.15,0.75,-0.00579218784763746,-0.096536464127291,0.8945205479452054,0.10547945205479453,0.0026483388435275777
Low,0.4,0.1,90,0.15,1.0,-0.004726140766581872,-0.07876901277636454,0.8945205479452054,0.10547945205479453,0.0026483388435275777
Low,0.4,0.1,90,0.2,0.25,-0.010565709346331513,-0.1320713668291439,0.8945205479452054,0.10547945205479453,0.0026483388435275777
Low,0.4,0.1,90,0.2,0.5,-0.009144313238257398,-0.11430391547821744,0.8945205479452054,0.10547945205479453,0.0026483388435275777
Low,0.4,0.1,90,0.2,0.75,-0.007722917130183281,-0.096536464127291,0.8945205479452054,0.10547945205479453,0.0026483388435275777
Low,0.4,0.1,90,0.2,1.0,-0.0063015210221091635,-0.07876901277636453,0.8945205479452054,0.10547945205479453,0.0026483388435275777
Low,0.4,0.1,90,0.25,0.25,-0.013207136682914391,-0.13207136682914392,0.8945205479452054,0.10547945205479453,0.0026483388435275777
Low,0.4,0.1,90,0.25,0.5,-0.011430391547821746,-0.11430391547821746,0.8945205479452054,0.10547945205479453,0.0026483388435275777
Low,0.4,0.1,90,0.25,0.75,-0.009653646412729101,-0.096536464127291,0.8945205479452054,0.10547945205479453,0.0026483388435275777
Low,0.4,0.1,90,0.25,1.0,-0.007876901277636454,-0.07876901277636454,0.8945205479452054,0.10547945205479453,0.0026483388435275777
Low,0.4,0.15000000000000002,21,0.05,0.25,-0.003971510283890792,-0.19857551419453956,0.8020821917808219,0.19791780821917812,0.008223873414241238
Low,0.4,0.15000000000000002,21,0.05,0.5,-0.002982076921937395,-0.14910384609686972,0.8020821917808219,0.19791780821917812,0.008223873414241238
Low,0.4,0.15000000000000002,21,0.05,0.75,-0.0019926435599839985,-0.0996321779991999,0.8020821917808219,0.19791780821917812,0.008223873414241238
Low,0.4,0.15000000000000002,21,0.05,1.0,-0.0010032101980306022,-0.0501605099015301,0.8020821917808219,0.19791780821917812,0.008223873414241238
Low,0.4,0.15000000000000002,21,0.1,0.25,-0.007943020567781584,-0.19857551419453956,0.8020821917808219,0.19791780821917812,0.008223873414241238
Low,0.4,0.15000000000000002,21,0.1,0.5,-0.00596415384387479,-0.14910384609686972,0.8020821917808219,0.19791780821917812,0.008223873414241238
Low,0.4,0.15000000000000002,21,0.1,0.75,-0.003985287119967997,-0.0996321779991999,0.8020821917808219,0.19791780821917812,0.008223873414241238
Low,0.4,0.15000000000000002,21,0.1,1.0,-0.0020064203960612043,-0.0501605099015301,0.8020821917808219,0.19791780821917812,0.008223873414241238
Low,0.4,0.15000000000000002,21,0.15,0.25,-0.011914530851672375,-0.1985755141945396,0.8020821917808219,0.19791780821917812,0.008223873414241238
Low,0.4,0.15000000000000002,21,0.15,0.5,-0.008946230765812184,-0.14910384609686975,0.8020821917808219,0.19791780821917812,0.008223873414241238
Low,0.4,0.15000000000000002,21,0.15,0.75,-0.005977930679951996,-0.09963217799919993,0.8020821917808219,0.19791780821917812,0.008223873414241238
Low,0.4,0.15000000000000002,21,0.15,1.0,-0.0030096305940918067,-0.05016050990153011,0.8020821917808219,0.19791780821917812,0.008223873414241238
Low,0.4,0.15000000000000002,21,0.2,0.25,-0.01588604113556317,-0.19857551419453956,0.8020821917808219,0.19791780821917812,0.008223873414241238
Low,0.4,0.15000000000000002,21,0.2,0.5,-0.01192830768774958,-0.14910384609686972,0.8020821917808219,0.19791780821917812,0.008223873414241238
Low,0.4,0.15000000000000002,21,0.2,0.75,-0.007970574239935994,-0.0996321779991999,0.8020821917808219,0.19791780821917812,0.008223873414241238
Low,0.4,0.15000000000000002,21,0.2,1.0,-0.004012840792122409,-0.0501605099015301,0.8020821917808219,0.19791780821917812,0.008223873414241238
Low,0.4,0.15000000000000002,21,0.25,0.25,-0.01985755141945396,-0.1985755141945396,0.8020821917808219,0.19791780821917812,0.008223873414241238
Low,0.4,0.15000000000000002,21,0.25,0.5,-0.014910384609686975,-0.14910384609686975,0.8020821917808219,0.19791780821917812,0.008223873414241238
Low,0.4,0.15000000000000002,21,0.25,0.75,-0.009963217799919993,-0.09963217799919992,0.8020821917808219,0.19791780821917812,0.008223873414241238
Low,0.4,0.15000000000000002,21,0.25,1.0,-0.005016050990153011,-0.050160509901530106,0.8020821917808219,0.19791780821917812,0.008223873414241238
Low,0.4,0.15000000000000002,30,0.05,0.25,-0.0041533308283087855,-0.20766654141543922,0.8072602739726027,0.19273972602739728,0.006880586148971952
Low,0.4,0.15000000000000002,30,0.05,0.5,-0.003320167249352106,-0.16600836246760525,0.8072602739726027,0.19273972602739728,0.006880586148971952
Low,0.4,0.15000000000000002,30,0.05,0.75,-0.0024870036703954278,-0.12435018351977137,0.8072602739726027,0.19273972602739728,0.006880586148971952
Low,0.4,0.15000000000000002,30,0.05,1.0,-0.0016538400914387485,-0.0826920045719374,0.8072602739726027,0.19273972602739728,0.006880586148971952
Low,0.4,0.15000000000000002,30,0.1,0.25,-0.008306661656617571,-0.20766654141543922,0.8072602739726027,0.19273972602739728,0.006880586148971952
Low,0.4,0.15000000000000002,30,0.1,0.5,-0.006640334498704212,-0.16600836246760525,0.8072602739726027,0.19273972602739728,0.006880586148971952
Low,0.4,0.15000000000000002,30,0.1,0.75,-0.0049740073407908555,-0.12435018351977137,0.8072602739726027,0.19273972602739728,0.006880586148971952
Low,0.4,0.15000000000000002,30,0.1,1.0,-0.003307680182877497,-0.0826920045719374,0.8072602739726027,0.19273972602739728,0.006880586148971952
Low,0.4,0.15000000000000002,30,0.15,0.25,-0.012459992484926354,-0.20766654141543925,0.8072602739726027,0.19273972602739728,0.006880586148971952
Low,0.4,0.15000000000000002,30,0.15,0.5,-0.009960501748056317,-0.16600836246760528,0.8072602739726027,0.19273972602739728,0.006880586148971952
Low,0.4,0.15000000000000002,30,0.15,0.75,-0.007461011011186282,-0.12435018351977137,0.8072602739726027,0.19273972602739728,0.006880586148971952
Low,0.4,0.15000000000000002,30,0.15,1.0,-0.004961520274316245,-0.08269200457193741,0.8072602739726027,0.19273972602739728,0.006880586148971952
Low,0.4,0.15000000000000002,30,0.2,0.25,-0.016613323313235142,-0.20766654141543922,0.8072602739726027,0.19273972602739728,0.006880586148971952
Low,0.4,0.15000000000000002,30,0.2,0.5,-0.013280668997408424,-0.16600836246760525,0.8072602739726027,0.19273972602739728,0.006880586148971952
Low,0.4,0.15000000000000002,30,0.2,0.75,-0.009948014681581711,-0.12435018351977137,0.8072602739726027,0.19273972602739728,0.006880586148971952
Low,0.4,0.15000000000000002,30,0.2,1.0,-0.006615360365754994,-0.0826920045719374,0.8072602739726027,0.19273972602739728,0.006880586148971952
Low,0.4,0.15000000000000002,30,0.25,0.25,-0.020766654141543925,-0.20766654141543925,0.8072602739726027,0.19273972602739728,0.006880586148971952
Low,0.4,0.15000000000000002,30,0.25,0.5,-0.01660083624676053,-0.16600836246760528,0.8072602739726027,0.19273972602739728,0.006880586148971952
Low,0.4,0.15000000000000002,30,0.25,0.75,-0.012435018351977137,-0.12435018351977137,0.8072602739726027,0.19273972602739728,0.006880586148971952
Low,0.4,0.15000000000000002,30,0.25,1.0,-0.008269200457193742,-0.08269200457193741,0.8072602739726027,0.19273972602739728,0.006880586148971952
Low,0.4,0.15000000000000002,45,0.05,0.25,-0.004215146025179291,-0.21075730125896452,0.8158904109589041,0.1841095890410959,0.005617975065414269
Low,0.4,0.15000000000000002,45,0.05,0.5,-0.0035275982274476318,-0.17637991137238154,0.8158904109589041,0.1841095890410959,0.005617975065414269
Low,0.4,0.15000000000000002,45,0.05,0.75,-0.0028400504297159735,-0.14200252148579864,0.8158904109589041,0.1841095890410959,0.005617975065414269
Low,0.4,0.15000000000000002,45,0.05,1.0,-0.002152502631984315,-0.10762513159921572,0.8158904109589041,0.1841095890410959,0.005617975065414269
Low,0.4,0.15000000000000002,45,0.1,0.25,-0.008430292050358583,-0.21075730125896452,0.8158904109589041,0.1841095890410959,0.005617975065414269
Low,0.4,0.15000000000000002,45,0.1,0.5,-0.0070551964548952635,-0.17637991137238154,0.8158904109589041,0.1841095890410959,0.005617975065414269
Low,0.4,0.15000000000000002,45,0.1,0.75,-0.005680100859431947,-0.14200252148579864,0.8158904109589041,0.1841095890410959,0.005617975065414269
Low,0.4,0.15000000000000002,45,0.1,1.0,-0.00430500526396863,-0.10762513159921572,0.8158904109589041,0.1841095890410959,0.005617975065414269
Low,0.4,0.15000000000000002,45,0.15,0.25,-0.012645438075537871,-0.21075730125896452,0.8158904109589041,0.1841095890410959,0.005617975065414269
Low,0.4,0.15000000000000002,45,0.15,0.5,-0.010582794682342894,-0.17637991137238157,0.8158904109589041,0.1841095890410959,0.005617975065414269
Low,0.4,0.15000000000000002,45,0.15,0.75,-0.00852015128914792,-0.14200252148579867,0.8158904109589041,0.1841095890410959,0.005617975065414269
Low,0.4,0.15000000000000002,45,0.15,1.0,-0.006457507895952944,-0.10762513159921575,0.8158904109589041,0.1841095890410959,0.005617975065414269
Low,0.4,0.15000000000000002,45,0.2,0.25,-0.016860584100717165,-0.21075730125896452,0.8158904109589041,0.1841095890410959,0.005617975065414269
Low,0.4,0.15000000000000002,45,0.2,0.5,-0.014110392909790527,-0.17637991137238154,0.8158904109589041,0.1841095890410959,0.005617975065414269
Low,0.4,0.15000000000000002,45,0.2,0.75,-0.011360201718863894,-0.14200252148579864,0.8158904109589041,0.1841095890410959,0.005617975065414269
Low,0.4,0.15000000000000002,45,0.2,1.0,-0.00861001052793726,-0.10762513159921572,0.8158904109589041,0.1841095890410959,0.005617975065414269
Low,0.4,0.15000000000000002,45,0.25,0.25,-0.021075730125896454,-0.21075730125896452,0.8158904109589041,0.1841095890410959,0.005617975065414269
Low,0.4,0.15000000000000002,45,0.25,0.5,-0.017637991137238157,-0.17637991137238157,0.8158904109589041,0.1841095890410959,0.005617975065414269
Low,0.4,0.15000000000000002,45,0.25,0.75,-0.014200252148579867,-0.14200252148579867,0.8158904109589041,0.1841095890410959,0.005617975065414269
Low,0.4,0.15000000000000002,45,0.25,1.0,-0.010762513159921574,-0.10762513159921573,0.8158904109589041,0.1841095890410959,0.005617975065414269
Low,0.4,0.15000000000000002,60,0.05,0.25,-0.004150394392314259,-0.20751971961571292,0.8245205479452055,0.17547945205479454,0.004865309124476301
Low,0.4,0.15000000000000002,60,0.05,0.5,-0.0035486622905288585,-0.1774331145264429,0.8245205479452055,0.17547945205479454,0.004865309124476301
Low,0.4,0.15000000000000002,60,0.05,0.75,-0.0029469301887434574,-0.14734650943717284,0.8245205479452055,0.17547945205479454,0.004865309124476301
Low,0.4,0.15000000000000002,60,0.05,1.0,-0.0023451980869580564,-0.1172599043479028,0.8245205479452055,0.17547945205479454,0.004865309124476301
Low,0.4,0.15000000000000002,60,0.1,0.25,-0.008300788784628518,-0.20751971961571292,0.8245205479452055,0.17547945205479454,0.004865309124476301
Low,0.4,0.15000000000000002,60,0.1,0.5,-0.007097324581057717,-0.1774331145264429,0.8245205479452055,0.17547945205479454,0.004865309124476301
Low,0.4,0.15000000000000002,60,0.1,0.75,-0.005893860377486915,-0.14734650943717284,0.8245205479452055,0.17547945205479454,0.004865309124476301
Low,0.4,0.15000000000000002,60,0.1,1.0,-0.004690396173916113,-0.1172599043479028,0.8245205479452055,0.17547945205479454,0.004865309124476301
Low,0.4,0.15000000000000002,60,0.15,0.25,-0.012451183176942777,-0.20751971961571297,0.8245205479452055,0.17547945205479454,0.004865309124476301
Low,0.4,0.15000000000000002,60,0.15,0.5,-0.010645986871586575,-0.17743311452644292,0.8245205479452055,0.17547945205479454,0.004865309124476301
Low,0.4,0.15000000000000002,60,0.15,0.75,-0.008840790566230371,-0.14734650943717287,0.8245205479452055,0.17547945205479454,0.004865309124476301
Low,0.4,0.15000000000000002,60,0.15,1.0,-0.007035594260874168,-0.1172599043479028,0.8245205479452055,0.17547945205479454,0.004865309124476301
Low,0.4,0.15000000000000002,60,0.2,0.25,-0.016601577569257037,-0.20751971961571292,0.8245205479452055,0.17547945205479454,0.004865309124476301
Low,0.4,0.15000000000000002,60,0.2,0.5,-0.014194649162115434,-0.1774331145264429,0.8245205479452055,0.17547945205479454,0.004865309124476301
Low,0.4,0.15000000000000002,60,0.2,0.75,-0.01178772075497383,-0.14734650943717284,0.8245205479452055,0.17547945205479454,0.004865309124476301
Low,0.4,0.15000000000000002,60,0.2,1.0,-0.009380792347832225,-0.1172599043479028,0.8245205479452055,0.17547945205479454,0.004865309124476301
Low,0.4,0.15000000000000002,60,0.25,0.25,-0.020751971961571296,-0.20751971961571294,0.8245205479452055,0.17547945205479454,0.004865309124476301
Low,0.4,0.15000000000000002,60,0.25,0.5,-0.01774331145264429,-0.1774331145264429,0.8245205479452055,0.17547945205479454,0.004865309124476301
Low,0.4,0.15000000000000002,60,0.25,0.75,-0.014734650943717287,-0.14734650943717287,0.8245205479452055,0.17547945205479454,0.004865309124476301
Low,0.4,0.15000000000000002,60,0.25,1.0,-0.01172599043479028,-0.1172599043479028,0.8245205479452055,0.17547945205479454,0.004865309124476301
Low,0.4,0.15000000000000002,90,0.05,0.25,-0.003867861955975448,-0.19339309779877237,0.8417808219178082,0.1582191780821918,0.003972508265291367
Low,0.4,0.15000000000000002,90,0.05,0.5,-0.0033662647650806094,-0.16831323825403044,0.8417808219178082,0.1582191780821918,0.003972508265291367
Low,0.4,0.15000000000000002,90,0.05,0.75,-0.002864667574185772,-0.14323337870928857,0.8417808219178082,0.1582191780821918,0.003972508265291367
Low,0.4,0.15000000000000002,90,0.05,1.0,-0.0023630703832909334,-0.11815351916454665,0.8417808219178082,0.1582191780821918,0.003972508265291367
Low,0.4,0.15000000000000002,90,0.1,0.25,-0.007735723911950896,-0.19339309779877237,0.8417808219178082,0.1582191780821918,0.003972508265291367
Low,0.4,0.15000000000000002,90,0.1,0.5,-0.006732529530161219,-0.16831323825403044,0.8417808219178082,0.1582191780821918,0.003972508265291367
Low,0.4,0.15000000000000002,90,0.1,0.75,-0.005729335148371544,-0.14323337870928857,0.8417808219178082,0.1582191780821918,0.003972508265291367
Low,0.4,0.15000000000000002,90,0.1,1.0,-0.004726140766581867,-0.11815351916454665,0.8417808219178082,0.1582191780821918,0.003972508265291367
Low,0.4,0.15000000000000002,90,0.15,0.25,-0.011603585867926343,-0.1933930977987724,0.8417808219178082,0.1582191780821918,0.003972508265291367
Low,0.4,0.15000000000000002,90,0.15,0.5,-0.010098794295241827,-0.16831323825403047,0.8417808219178082,0.1582191780821918,0.003972508265291367
Low,0.4,0.15000000000000002,90,0.15,0.75,-0.008594002722557314,-0.14323337870928857,0.8417808219178082,0.1582191780821918,0.003972508265291367
Low,0.4,0.15000000000000002,90,0.15,1.0,-0.007089211149872799,-0.11815351916454665,0.8417808219178082,0.1582191780821918,0.003972508265291367
Low,0.4,0.15000000000000002,90,0.2,0.25,-0.015471447823901792,-0.19339309779877237,0.8417808219178082,0.1582191780821918,0.003972508265291367
Low,0.4,0.15000000000000002,90,0.2,0.5,-0.013465059060322438,-0.16831323825403044,0.8417808219178082,0.1582191780821918,0.003972508265291367
Low,0.4,0.15000000000000002,90,0.2,0.75,-0.011458670296743087,-0.14323337870928857,0.8417808219178082,0.1582191780821918,0.003972508265291367
Low,0.4,0.15000000000000002,90,0.2,1.0,-0.009452281533163734,-0.11815351916454665,0.8417808219178082,0.1582191780821918,0.003972508265291367
